date,news,what_it_affects,source,raw_text
2015-03-21,Exports witness 4.96pc decline in July-Feb,Current Account / Trade,https://www.dawn.com/news/1170895/exports-witness-496pc-decline-in-july-feb,"Business Exports witness 4.96pc decline in July-Feb Total exports witnessed a decline of 4.96pc to $16.005bn in July-Feb 2015 as against $16.840bn in same period last year. Updated 21 Mar, 2015 09:59am"
2015-03-21,Korea wants more trade with Pakistan,Current Account / Trade,https://www.dawn.com/news/1170935/korea-wants-more-trade-with-pakistan,"Pakistan Korea wants more trade with Pakistan Korean Ambassador Dr Jong Song Hwan said it is a matter of concern that Pakistani exports to Korea were declining. Updated 21 Mar, 2015 08:48am"
2015-03-21,PQA cries foul as LNG import looms,Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1170897/pqa-cries-foul-as-lng-import-looms,"Business PQA cries foul as LNG import looms PQA raised operational, technical and regulatory constraints over planned LNG imports due in a few days. Updated 21 Mar, 2015 09:10am"
2015-03-21,Rs180bn tax exemptions to be withdrawn,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1170899/rs180bn-tax-exemptions-to-be-withdrawn,"Business Rs180bn tax exemptions to be withdrawn The tax exemptions granted through SROs currently stand at Rs483 billion. Updated 21 Mar, 2015 09:05am"
2015-03-21,Stocks recover 349 points,Stock Market (Direct),https://www.dawn.com/news/1170891/stocks-recover-349-points,"Business Stocks recover 349 points Stocks staged partial recovery Friday as the KSE-100 index recouped 348.64 points, or 1.1 per cent, to close at 31,800. Updated 21 Mar, 2015 10:10am"
2015-03-22,First shipment of Qatari LNG to reach Karachi on Mar 26,Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1171218/first-shipment-of-qatari-lng-to-reach-karachi-on-mar-26,"Business First shipment of Qatari LNG to reach Karachi on Mar 26 Need to import LNG is a result of the relatively higher cost of power generation through furnace oil and diesel fuel. Updated 23 Mar, 2015 01:05am"
2015-03-22,Interest rate cut to 8pc,Monetary Policy / Interest Rates,https://www.dawn.com/news/1171135/interest-rate-cut-to-8pc,"Pakistan Interest rate cut to 8pc The State Bank of Pakistan slashed on Saturday the interest rate by 50 basis points to eight per cent. Updated 22 Mar, 2015 07:45am"
2015-03-24,ADB steps up Islamic finance efforts,IMF / External Financing,https://www.dawn.com/news/1171413/adb-steps-up-islamic-finance-efforts,"Business ADB steps up Islamic finance efforts ADB sees Islamic finance as complementing its objectives to boost financial inclusion and promote financial stability. Updated 24 Mar, 2015 08:14am"
2015-03-24,IMF welcomes Beijing-led Asian bank,IMF / External Financing,https://www.dawn.com/news/1171414/imf-welcomes-beijing-led-asian-bank,"Business IMF welcomes Beijing-led Asian bank IMF chief welcomed Beijing’s creation of the new bank, which has drawn support from EU and scepticism from US. Updated 24 Mar, 2015 08:10am"
2015-03-24,Oil glut continues to haunt crude markets,Oil & Gas / Energy Sector,https://www.dawn.com/news/1171404/oil-glut-continues-to-haunt-crude-markets,"Business Oil glut continues to haunt crude markets Prices fell 10pc last week with markets already flirting with possibility of dipping even below the $40 mark. Updated 24 Mar, 2015 08:54am"
2015-03-24,Opec says it alone can’t prop up price,Oil & Gas / Energy Sector,https://www.dawn.com/news/1171410/opec-says-it-alone-cant-prop-up-price,"Business Opec says it alone can’t prop up price Crude prices slumped by about 60pc between June and February, weighed down by a glut of global supplies. Updated 24 Mar, 2015 08:25am"
2015-03-24,Property tax collection declines,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1171411/property-tax-collection-declines,"Business Property tax collection declines The shortfall in revenue has been attributed to slow distribution of tax challans due to a faulty computer system. Updated 24 Mar, 2015 08:21am"
2015-03-25,China’s growth seen cooling; developing Asia steady,IMF / External Financing,https://www.dawn.com/news/1171635/chinas-growth-seen-cooling-developing-asia-steady,"Business China’s growth seen cooling; developing Asia steady Developing Asia, which groups 45 countries, is set to grow 6.3 per cent this year and the next, ADB says. Updated 25 Mar, 2015 10:35am"
2015-03-25,Confusion over price of LNG from Qatar,Oil & Gas / Energy Sector,https://www.dawn.com/news/1171664/confusion-over-price-of-lng-from-qatar,"Business Confusion over price of LNG from Qatar Confusion persists over the LNG deal with Qatar as the government has not yet disclosed the per MMBTU price of gas. Updated 25 Mar, 2015 09:20am"
2015-03-25,Discount rate cut fails to enthuse stock investors,Stock Market (Direct); Monetary Policy / Interest Rates,https://www.dawn.com/news/1171656/discount-rate-cut-fails-to-enthuse-stock-investors,"Business Discount rate cut fails to enthuse stock investors Stocks stood badly battered with the KSE-100 index falling by a steep 489.53 points, or 1.54 per cent, at 31,310.73. Updated 25 Mar, 2015 09:53am"
2015-03-25,Fall in interest rate may not affect banks,Monetary Policy / Interest Rates,https://www.dawn.com/news/1171659/fall-in-interest-rate-may-not-affect-banks,"Business Fall in interest rate may not affect banks The monetary policy was announced with a cut of 50 basis points setting the policy interest rate at 8 per cent. Updated 25 Mar, 2015 09:22am"
2015-03-25,Global demand to help oil prices despite US glut,Oil & Gas / Energy Sector,https://www.dawn.com/news/1171648/global-demand-to-help-oil-prices-despite-us-glut,"Business Global demand to help oil prices despite US glut Stronger-than-expected global oil demand should help support crude prices at around $55-$60 a barrel in next two months. Updated 25 Mar, 2015 10:22am"
2015-03-25,Govt likely to miss 5.1pc growth target: ADB,IMF / External Financing; GDP / Economic Growth,https://www.dawn.com/news/1171683/govt-likely-to-miss-51pc-growth-target-adb,"Business Govt likely to miss 5.1pc growth target: ADB ADB said Pakistan’s economy is showing signs for moderate growth of 4.2 per cent during this fiscal year (FY15). Updated 25 Mar, 2015 09:19am"
2015-03-25,Greece wants $1.3bn back from EU bailout fund,IMF / External Financing,https://www.dawn.com/news/1171651/greece-wants-13bn-back-from-eu-bailout-fund,"Business Greece wants $1.3bn back from EU bailout fund Cash-strapped Greece wants the EU’s rescue fund to return 1.2 billion euros ($1.3bn) unduly handed over by Athens. Updated 25 Mar, 2015 10:20am"
2015-03-25,"Progress on privatisation plan, PSEs reform reviewed",Privatization / Divestment,https://www.dawn.com/news/1171662/progress-on-privatisation-plan-pses-reform-reviewed,"Business Progress on privatisation plan, PSEs reform reviewed Finance Minister Ishaq Dar convenes two meetings to review progress on the privatisation plan and reform of PSEs. Updated 25 Mar, 2015 10:10am"
2015-03-26,First Qatar LNG shipment reaches Karachi port,Oil & Gas / Energy Sector,https://www.dawn.com/news/1172013/first-qatar-lng-shipment-reaches-karachi-port,"Pakistan First Qatar LNG shipment reaches Karachi port The cargo will undergo 'regasification' before being injected into the Sui Southern Gas Company Ltd. Updated 26 Mar, 2015 07:16pm"
2015-03-26,Gloomy trend persists on stock market,Stock Market (Direct),https://www.dawn.com/news/1171890/gloomy-trend-persists-on-stock-market,"Business Gloomy trend persists on stock market KSE-100 index tumbled another 224.22 points, or 0.72 per cent, on Wednesday to close at 31,086.51 points. Updated 26 Mar, 2015 09:32am"
2015-03-26,No new foreign investor entered Pakistan in recent years: OICCI,Foreign Investment / FPI,https://www.dawn.com/news/1171891/no-new-foreign-investor-entered-pakistan-in-recent-years-oicci,"Business No new foreign investor entered Pakistan in recent years: OICCI Non-conducive business environment, non-implementation of govt policies and security concerns are cited as then reasons. Updated 26 Mar, 2015 09:30am"
2015-03-26,Politicians seek tax reforms,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1171893/politicians-seek-tax-reforms,"Business Politicians seek tax reforms The govt has constituted a Tax Reform Commission, but opposition parties are not optimistic about much improvement. Updated 26 Mar, 2015 09:25am"
2015-03-27,CNIC No. to replace NTN: Dar,Foreign Reserves,https://www.dawn.com/news/1172094/cnic-no-to-replace-ntn-dar,"Pakistan CNIC No. to replace NTN: Dar Finance Minister Ishaq Dar said that country’s foreign exchange reserves will cross $18.2 billion by end-2015. Updated 27 Mar, 2015 09:50am"
2015-03-27,KSE-100 index sinks by 408 points,Stock Market (Direct),https://www.dawn.com/news/1172088/kse-100-index-sinks-by-408-points,"Business KSE-100 index sinks by 408 points Stocks remai-ned under pressure for the third day this week with the KSE-100 index sinking by 407.54 points. Updated 27 Mar, 2015 09:47am"
2015-03-28,"721-point fall takes index below 30,000 barrier",Stock Market (Direct),https://www.dawn.com/news/1172334/721-point-fall-takes-index-below-30000-barrier,"Business 721-point fall takes index below 30,000 barrier KSE-100 index lost 721.14 points, or 2.35 per cent, to close below the psychological barrier of 30,000 at 29,957.83. Updated 28 Mar, 2015 09:24am"
2015-03-28,Duty imposed on hot rolled products,Fiscal Policy / Budget / Taxes; Current Account / Trade,https://www.dawn.com/news/1172336/duty-imposed-on-hot-rolled-products,"Business Duty imposed on hot rolled products FBR imposed 12.5 per cent regulatory duty on imports of hot rolled products, pipes, etc. Updated 28 Mar, 2015 09:23am"
2015-03-28,Infrastructure gap needs huge investment,Monetary Policy / Interest Rates,https://www.dawn.com/news/1172340/infrastructure-gap-needs-huge-investment,"Business Infrastructure gap needs huge investment In its ‘Quarterly Infrastructure Finance Review’, the SBP said the public sector has limited resources to fill this gap. Updated 28 Mar, 2015 09:01am"
2015-03-28,Weekly inflation down,Inflation / CPI,https://www.dawn.com/news/1172337/weekly-inflation-down,"Business Weekly inflation down For the lowest income group earning up to Rs8,000, the SPI decreased by 0.24pc over the previous week. Updated 28 Mar, 2015 09:21am"
2015-03-28,Wheat exports fetch good prices,Current Account / Trade,https://www.dawn.com/news/1172335/wheat-exports-fetch-good-prices,"Business Wheat exports fetch good prices Wheat exports from Pakistan in February 2015 rose to 3,501 tonnes fetching $1.036 million or $296 per tonne. Updated 28 Mar, 2015 09:10am"
2015-03-28,‘Over-optimistic’ SBP ignores govt’s performance lapses: IPR,Monetary Policy / Interest Rates,https://www.dawn.com/news/1172338/over-optimistic-sbp-ignores-govts-performance-lapses-ipr,"Business ‘Over-optimistic’ SBP ignores govt’s performance lapses: IPR SBP takes an optimistic view of the govt’s economic performance and ignores shortfalls which can hinder future progress. Updated 28 Mar, 2015 09:07am"
2015-03-29,Export proceeds from non-textile products fall,Current Account / Trade; Textile Sector,https://www.dawn.com/news/1172540/export-proceeds-from-non-textile-products-fall,"Business Export proceeds from non-textile products fall Export proceeds from these products fell to $6.826bn in July-Feb 2014-15 from $7.704bn last year. Updated 29 Mar, 2015 10:35am"
2015-03-29,"Oil jumps, weak dollar propels gold",Currency / Exchange Rate; Oil & Gas / Energy Sector,https://www.dawn.com/news/1172532/oil-jumps-weak-dollar-propels-gold,"Business Oil jumps, weak dollar propels gold World oil prices rose sharply this week as Saudi Arabian jets struck rebel targets in Yemen. Updated 29 Mar, 2015 11:16am"
2015-03-29,Paapam for withdrawal of duty concessions on used cars,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1172538/paapam-for-withdrawal-of-duty-concessions-on-used-cars,"Business Paapam for withdrawal of duty concessions on used cars Paapam Chairman Muhammad Siddique Misri said that the sector has been under stress for a long time. Updated 29 Mar, 2015 10:49am"
2015-03-29,Sales of above 70cc bikes grow 22pc,Oil & Gas / Energy Sector,https://www.dawn.com/news/1172543/sales-of-above-70cc-bikes-grow-22pc,"Business Sales of above 70cc bikes grow 22pc Sales of above 70cc bikes may remain strong in the coming months if low petrol price persists. Updated 29 Mar, 2015 10:31am"
2015-03-29,US losing out on foreign investment,Foreign Investment / FPI,https://www.dawn.com/news/1172537/us-losing-out-on-foreign-investment,"Business US losing out on foreign investment Why does America all of a sudden feel like it needs to advertise that it’s a good place to invest? Updated 29 Mar, 2015 10:52am"
2015-03-29,Yemen crisis jolts crude market,Oil & Gas / Energy Sector,https://www.dawn.com/news/1172534/yemen-crisis-jolts-crude-market,"Business Yemen crisis jolts crude market Benchmark Brent oil neared the $60 a barrel mark, while the US West Texas Intermediate (WTI) crude soared above $50. Updated 29 Mar, 2015 11:08am"
2015-03-30,A new circular debt in the making,Oil & Gas / Energy Sector,https://www.dawn.com/news/1172661/a-new-circular-debt-in-the-making,"Business A new circular debt in the making A sum of Rs1.37trn will be raised through the sale of Market Treasury Bills of three-, six- and 12-month maturities. Updated 30 Mar, 2015 09:47am"
